measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Muertes,44559,África,1,Hombre,22,Todas las edades,645,Síndrome de Down,1,Número,1980,3369.9313364120035,11263.047471852198,1084.690010848022
1,Muertes,44559,África,2,Mujer,22,Todas las edades,645,Síndrome de Down,1,Número,1980,5343.573308812964,18189.56214798631,753.0540461967261
1,Muertes,44559,África,1,Hombre,22,Todas las edades,645,Síndrome de Down,2,Porcentaje,1980,0.0008906178119580851,0.003004599984572774,0.0002884887776719714
1,Muertes,44559,África,2,Mujer,22,Todas las edades,645,Síndrome de Down,2,Porcentaje,1980,0.0016521837110282142,0.005620293797229035,0.00022774398049494829
1,Muertes,44559,África,1,Hombre,22,Todas las edades,645,Síndrome de Down,3,Tasa,1980,1.4076016645440939,4.704512580988695,0.4530690130943851
1,Muertes,44559,África,2,Mujer,22,Todas las edades,645,Síndrome de Down,3,Tasa,1980,2.2161723615095448,7.543866729374435,0.3123186428736105
1,Muertes,44590,Cuatro Regiones del Mundo,1,Hombre,22,Todas las edades,645,Síndrome de Down,1,Número,1980,13495.770986896503,38163.421036288666,6381.2926273587345
1,Muertes,44590,Cuatro Regiones del Mundo,2,Mujer,22,Todas las edades,645,Síndrome de Down,1,Número,1980,15675.418702618566,45302.26906959953,4737.691799036249
1,Muertes,44590,Cuatro Regiones del Mundo,1,Hombre,22,Todas las edades,645,Síndrome de Down,2,Porcentaje,1980,0.0005738659286133676,0.0016193351226084923,0.0002750960154768757
1,Muertes,44590,Cuatro Regiones del Mundo,2,Mujer,22,Todas las edades,645,Síndrome de Down,2,Porcentaje,1980,0.0007651212243520859,0.0021383766637486515,0.00023084067919625076
1,Muertes,44590,Cuatro Regiones del Mundo,1,Hombre,22,Todas las edades,645,Síndrome de Down,3,Tasa,1980,0.6021744824739804,1.7028325639399797,0.28473005277918056
1,Muertes,44590,Cuatro Regiones del Mundo,2,Mujer,22,Todas las edades,645,Síndrome de Down,3,Tasa,1980,0.7055642290739732,2.039094531239166,0.2132476283532184
1,Muertes,44560,América,1,Hombre,22,Todas las edades,645,Síndrome de Down,1,Número,1980,1406.6650082424044,2330.199156646137,917.500240231448
1,Muertes,44560,América,2,Mujer,22,Todas las edades,645,Síndrome de Down,1,Número,1980,1652.6263204665988,2481.9743367952237,964.6357386160382
1,Muertes,44560,América,1,Hombre,22,Todas las edades,645,Síndrome de Down,2,Porcentaje,1980,0.0005366306776801729,0.0008899020007738119,0.00035158198845372047
1,Muertes,44560,América,2,Mujer,22,Todas las edades,645,Síndrome de Down,2,Porcentaje,1980,0.0007897457888554463,0.0011855863991162342,0.0004616561838156795
1,Muertes,44560,América,1,Hombre,22,Todas las edades,645,Síndrome de Down,3,Tasa,1980,0.4657779405515119,0.7715805525109602,0.30380465131814677
1,Muertes,44560,América,2,Mujer,22,Todas las edades,645,Síndrome de Down,3,Tasa,1980,0.531591232702654,0.7983630545475104,0.31028908050741616
1,Muertes,44562,Europa,1,Hombre,22,Todas las edades,645,Síndrome de Down,1,Número,1982,1322.1987015606678,2655.14018922336,921.0744937485111
1,Muertes,44562,Europa,2,Mujer,22,Todas las edades,645,Síndrome de Down,1,Número,1982,1586.6702500744996,3436.158165538412,885.7414365173853
1,Muertes,44562,Europa,1,Hombre,22,Todas las edades,645,Síndrome de Down,2,Porcentaje,1982,0.00033002440945327765,0.0006617125611364846,0.00022970414854407128
1,Muertes,44562,Europa,2,Mujer,22,Todas las edades,645,Síndrome de Down,2,Porcentaje,1982,0.00041107062179640444,0.0008886351748653252,0.00022945954471104057
1,Muertes,44562,Europa,1,Hombre,22,Todas las edades,645,Síndrome de Down,3,Tasa,1982,0.3565194035313555,0.7159355060905038,0.24835974254970739
1,Muertes,44562,Europa,2,Mujer,22,Todas las edades,645,Síndrome de Down,3,Tasa,1982,0.39702013869312147,0.859803094807827,0.22163218094992693
1,Muertes,44561,Asia,1,Hombre,22,Todas las edades,645,Síndrome de Down,1,Número,1980,7313.31715568556,21646.281865722485,2987.1517123788362
1,Muertes,44561,Asia,2,Mujer,22,Todas las edades,645,Síndrome de Down,1,Número,1980,7005.392946271077,21233.335247398223,1613.3888377864678
1,Muertes,44561,Asia,1,Hombre,22,Todas las edades,645,Síndrome de Down,2,Porcentaje,1980,0.0005596520392995628,0.0016557685271368476,0.00023581138120616637
1,Muertes,44561,Asia,2,Mujer,22,Todas las edades,645,Síndrome de Down,2,Porcentaje,1980,0.0006198747092209316,0.0018790284024272558,0.000137050854774379
1,Muertes,44561,Asia,1,Hombre,22,Todas las edades,645,Síndrome de Down,3,Tasa,1980,0.5484911473981702,1.623448528853164,0.22403325813667493
1,Muertes,44561,Asia,2,Mujer,22,Todas las edades,645,Síndrome de Down,3,Tasa,1980,0.5496824227354525,1.6660865780208158,0.12659553746244412
1,Muertes,44562,Europa,1,Hombre,22,Todas las edades,645,Síndrome de Down,1,Número,1980,1405.857486556524,2921.385755357058,955.2829335589528
1,Muertes,44562,Europa,2,Mujer,22,Todas las edades,645,Síndrome de Down,1,Número,1980,1673.8261270679257,3543.389297447351,928.7061419260499
1,Muertes,44562,Europa,1,Hombre,22,Todas las edades,645,Síndrome de Down,2,Porcentaje,1980,0.0003478104451817915,0.0007207925522406153,0.00023554730654740553
1,Muertes,44562,Europa,2,Mujer,22,Todas las edades,645,Síndrome de Down,2,Porcentaje,1980,0.0004342676918248345,0.0009183521813862886,0.00024033983065990786
1,Muertes,44562,Europa,1,Hombre,22,Todas las edades,645,Síndrome de Down,3,Tasa,1980,0.3836862029094726,0.7973037227637247,0.2607155312585942
1,Muertes,44562,Europa,2,Mujer,22,Todas las edades,645,Síndrome de Down,3,Tasa,1980,0.42349426509059285,0.8965119029901736,0.23497167280394096
1,Muertes,44560,América,1,Hombre,22,Todas las edades,645,Síndrome de Down,1,Número,1981,1401.4466654362789,2285.6320888406126,938.959428878653
1,Muertes,44560,América,2,Mujer,22,Todas las edades,645,Síndrome de Down,1,Número,1981,1632.4925615576014,2423.924051717954,987.2980111636156
1,Muertes,44560,América,1,Hombre,22,Todas las edades,645,Síndrome de Down,2,Porcentaje,1981,0.0005333222766459503,0.0008704646007147688,0.00036013830798947716
1,Muertes,44560,América,2,Mujer,22,Todas las edades,645,Síndrome de Down,2,Porcentaje,1981,0.0007748455693544885,0.0011552208902043278,0.00046986320419173844
1,Muertes,44560,América,1,Hombre,22,Todas las edades,645,Síndrome de Down,3,Tasa,1981,0.4565662329901878,0.7446180140423626,0.30589617139678227
1,Muertes,44560,América,2,Mujer,22,Todas las edades,645,Síndrome de Down,3,Tasa,1981,0.5164178146623272,0.7667768853423175,0.31231890016032154
1,Muertes,44561,Asia,1,Hombre,22,Todas las edades,645,Síndrome de Down,1,Número,1981,7285.536570072938,21475.721747377658,3043.379196870678
1,Muertes,44561,Asia,2,Mujer,22,Todas las edades,645,Síndrome de Down,1,Número,1981,6972.957221813581,20872.37432804124,1670.0000885536938
1,Muertes,44561,Asia,1,Hombre,22,Todas las edades,645,Síndrome de Down,2,Porcentaje,1981,0.0005577135742111256,0.0016876870775036081,0.0002326846359627882
1,Muertes,44561,Asia,2,Mujer,22,Todas las edades,645,Síndrome de Down,2,Porcentaje,1981,0.0006165358737842331,0.0018742055356856463,0.00014527288709018042
1,Muertes,44561,Asia,1,Hombre,22,Todas las edades,645,Síndrome de Down,3,Tasa,1981,0.5354987847265466,1.5785004695585607,0.22369331973169748
1,Muertes,44561,Asia,2,Mujer,22,Todas las edades,645,Síndrome de Down,3,Tasa,1981,0.5361512395788068,1.6048785347376018,0.12840644063809462
1,Muertes,44559,África,1,Hombre,22,Todas las edades,645,Síndrome de Down,1,Número,1983,3272.2712963189133,11208.045377137623,1036.9008523740927
1,Muertes,44559,África,2,Mujer,22,Todas las edades,645,Síndrome de Down,1,Número,1983,5034.25200986743,17676.632540603412,844.9439355803814
1,Muertes,44559,África,1,Hombre,22,Todas las edades,645,Síndrome de Down,2,Porcentaje,1983,0.0008206900987525446,0.0027740547088048284,0.0002638221922011643
1,Muertes,44559,África,2,Mujer,22,Todas las edades,645,Síndrome de Down,2,Porcentaje,1983,0.001477880961478737,0.005260820150682478,0.000244808827240329
1,Muertes,44559,África,1,Hombre,22,Todas las edades,645,Síndrome de Down,3,Tasa,1983,1.259642556690449,4.314474460061474,0.3991491910185781
1,Muertes,44559,África,2,Mujer,22,Todas las edades,645,Síndrome de Down,3,Tasa,1983,1.923261235773724,6.7530950134644,0.3227982855285444
1,Muertes,44561,Asia,1,Hombre,22,Todas las edades,645,Síndrome de Down,1,Número,1983,7350.205282389068,20626.828248156304,3381.572821845464
1,Muertes,44561,Asia,2,Mujer,22,Todas las edades,645,Síndrome de Down,1,Número,1983,6903.306813996043,19803.41899537628,1865.9765836640543
1,Muertes,44561,Asia,1,Hombre,22,Todas las edades,645,Síndrome de Down,2,Porcentaje,1983,0.0005552285993343358,0.0015873181498831392,0.0002545124888956161
